variable,moy_traite,moy_temoin,sd_traite,var_ratio,smd,echantillon
naf_64AZ3,7.291353035705864e-4,3.5774918606768023e-4,0.026992708428895115,2.0373645710490367,0.013758757054010383,Avant appariement
naf_64BZ0,7.871759247503347e-4,7.536018357402021e-4,0.028045661555535045,1.0445179774090394,0.0011971223764378075,Avant appariement
naf_64CA0,0.030558387051137413,0.02859029885816621,0.17211821372720928,1.0666737552827836,0.011434514397705951,Avant appariement
naf_64CB0,0.004889922334393784,0.005613910304446674,0.06975692543156713,0.8716722735658768,-0.010378725346247323,Avant appariement
naf_64CC1,0.003112428310763996,0.0030609782429222815,0.05570235503216174,1.0167574347500516,9.236605492174993e-4,Avant appariement
naf_64CC2,0.0018173969506908648,0.003103315424705439,0.04259225985710131,0.5863870571048527,-0.030191365246382343,Avant appariement
naf_64CC3,0.002851245515455129,0.0031266008746861757,0.05332097362217322,0.9121846716076327,-0.0051641097400468615,Avant appariement
naf_64CD0,8.706093176962227e-5,6.985634994220975e-5,0.00933025551388288,1.2462655923116186,0.001843956127655143,Avant appariement
naf_64CE0,0.0044727553696643435,0.0034779994834863823,0.06672904900902565,1.2847320169707024,0.01490738892507538,Avant appariement
naf_64CF0,0.001933478193050361,0.00209780735735545,0.043928884066852816,0.9218193951005419,-0.003740799881349274,Avant appariement
naf_64CG1,0.0054957213179574055,0.005819245636094988,0.07392927831113147,0.9447131764870749,-0.0043761325083687425,Avant appariement
naf_64CG2,0.0036638142119716035,0.0037045034060262743,0.060418572636017256,0.9890581752649589,-6.734550698474258e-4,Avant appariement
naf_64CH1,0.0018536723389282073,0.0022713898026663955,0.04301445047441892,0.8164389979711228,-0.009711096134695679,Avant appariement
naf_64CH2,0.012594814796005355,0.01158345293587187,0.11151784856770167,1.0862000026653182,0.009069058210170669,Avant appariement
naf_64CI0,0.003739992527270023,0.0030482770883873346,0.06104112138094081,1.2260707095591243,0.011331958247717681,Avant appariement
naf_64CJ0,0.0035513605084358415,0.0028365911794715473,0.05948748762528587,1.2510862583221232,0.012015456653114275,Avant appariement
naf_64CK0,0.005735138880323867,0.004955567127718576,0.07551336138422728,1.1564073639031662,0.01032362668427209,Avant appariement
naf_64CL1,0.005085809430875434,0.003729905715096169,0.07113341218104226,1.361668579927391,0.019061418174743855,Avant appariement
naf_64CL2,0.0022998596142475214,0.0019305754893119784,0.04790175971376387,1.1908429147661184,0.007709197472957023,Avant appariement
naf_64CM1,0.0062575044709416005,0.005040241491284891,0.0788566463027611,1.239991835434518,0.015436403102703188,Avant appariement
naf_64CM2,0.00738929658394669,0.006170644244895195,0.08564298854505316,1.1960253330336994,0.014229446680394782,Avant appariement
naf_64DZ0,0.001139047190652558,7.87471581166728e-4,0.03373060760491026,1.4459545731049557,0.0104230440673903,Avant appariement
naf_64EZ1,7.835483859266004e-4,0.0010690138400247249,0.02798101638591574,0.7331743107330804,-0.010202111680325296,Avant appariement
naf_64EZ2,0.004998748499105811,0.00571763639981541,0.07052502431850083,0.8749017794808944,-0.010193373311904164,Avant appariement
naf_64FZ0,0.08987952943566378,0.07914724448452365,0.28600960886339366,1.122365574178559,0.037524211140284376,Avant appariement
naf_64GZ1,0.02535286883907875,0.018983992311567787,0.15719475346805536,1.326818539318149,0.040515833938473196,Avant appariement
naf_64GZ2,0.06697887684142939,0.045408744321525495,0.24998586678857065,1.4416938585185972,0.08628540803927594,Avant appariement
naf_64GZ3,0.1099760945191516,0.1337579752666184,0.3128605251915984,0.8447762300506567,-0.07601432214211934,Avant appariement
naf_64HZ1,0.023883715615466376,0.03879779338608546,0.15268715831403293,0.6251472434199773,-0.09767735502644681,Avant appariement
naf_64HZ2,7.218802259231179e-4,5.376822086460993e-4,0.026858178114500388,1.3423324488148956,0.0068581724527909255,Avant appariement
naf_64HZ3,5.658960565025447e-4,0.0029995893293367033,0.023781881124323632,0.18911864663385927,-0.1023339264085811,Avant appariement
naf_64HZ4,0.011742343172427804,0.01444756328350247,0.1077241971194615,0.8149881066795926,-0.025112464826028767,Avant appariement
naf_64HZ5,4.643249694379854e-4,0.0013166863534561958,0.021543236881713352,0.35294811458687486,-0.03956514931800821,Avant appariement
naf_64Inconnu,0.019356547163446015,0.09774385158277554,0.13777496181483764,0.2152387101157211,-0.5689517412073609,Avant appariement
naf_64IZ0,0.10019262231154029,0.08907107989449574,0.30025720271863465,1.1111296616049324,0.03704005204986319,Avant appariement
naf_64JA1,0.008713348254609695,0.005698584668012989,0.09293792094465388,1.5244034521922758,0.03243846597765028,Avant appariement
naf_64JA2,0.005564644555608357,0.0027497999568160745,0.07438883894971979,2.0179453870169497,0.03783960925502367,Avant appariement
naf_64JB0,0.002434078550725689,0.0033086507563537524,0.04927639009291135,0.7363176879910096,-0.017748301041919764,Avant appariement
naf_64JC0,0.032814716199500125,0.01951955766112473,0.1781516930348038,1.6583266557577754,0.07462830305956197,Avant appariement
naf_64KZ1,0.018478682768102325,0.014466615015304891,0.1346747446441624,1.272134812306713,0.02979079532244979,Avant appariement
naf_64KZ2,0.004708545393207071,0.004328976837327847,0.06845722747494293,1.0872678912973082,0.005544608946048183,Avant appariement
naf_64KZ3,0.01232637692304902,0.006566496894567717,0.11033803296417936,1.8662808934713933,0.05220212716997788,Avant appariement
naf_64LZ0,0.020691481450580224,0.01016304048704694,0.14234963137393217,2.0143013914877863,0.07396184213415047,Avant appariement
naf_64MA1,0.055766154337266796,0.03143535747399439,0.22947000104834955,1.729433636301968,0.10603040376570132,Avant appariement
naf_64MA2,0.025690229949686037,0.015618186359806774,0.15820977477173287,1.6280641867052141,0.06366258724792029,Avant appariement
naf_64MB0,0.0029491890636959544,0.001627864639562403,0.05422639591884891,1.8092968248774353,0.024366812541090594,Avant appariement
naf_64MC1,0.01031672041470024,0.008355242824906118,0.1010461416033649,1.2323195947335377,0.019411702007321403,Avant appariement
